,player,college,birth_state,college_state
566,Steve Johnson,Murray State University,Pennsylvania,Kentucky
567,Steffond Johnson,Murray State University,Pennsylvania,Kentucky
568,Jeff Martin,Murray State University,Arkansas,Kentucky
569,Popeye Jones,Murray State University,Tennessee,Kentucky
570,Marcus Brown,Murray State University,Arkansas,Kentucky
571,James Singleton,Murray State University,Illinois,Kentucky
572,Isaiah Canaan,Murray State University,Mississippi,Kentucky
573,Markel Brown,Murray State University,Arkansas,Kentucky
574,Stanley Johnson,Murray State University,Pennsylvania,Kentucky
575,Cameron Payne,Murray State University,Tennessee,Kentucky
580,Dave Bing*,Syracuse University,District of Columbia,New York
582,Dennis DuVal,Syracuse University,New York,New York
583,Fred Saunders,Syracuse University,Ohio,New York
584,Rudy Hackett,Syracuse University,New York,New York
586,Marty Byrnes,Syracuse University,New York,New York
587,Louis Orr,Syracuse University,Ohio,New York
588,Danny Schayes,Syracuse University,New York,New York
590,Rafael Addison,Syracuse University,New Jersey,New York
591,Pearl Washington,Syracuse University,New York,New York
593,Sherman Douglas,Syracuse University,District of Columbia,New York
594,Derrick Coleman,Syracuse University,Alabama,New York
595,Billy Owens,Syracuse University,Pennsylvania,New York
596,Stephen Thompson,Syracuse University,California,New York
597,Dave Johnson,Syracuse University,Louisiana,New York
598,Darryl Johnson,Syracuse University,Louisiana,New York
599,Lawrence Moten,Syracuse University,District of Columbia,New York
600,John Wallace,Syracuse University,New York,New York
601,Jason Hart,Syracuse University,California,New York
602,Etan Thomas,Syracuse University,New York,New York
603,Carmelo Anthony,Syracuse University,New York,New York
604,Hakim Warrick,Syracuse University,Pennsylvania,New York
605,Demetris Nichols,Syracuse University,Massachusetts,New York
606,Darryl Watkins,Syracuse University,New Jersey,New York
608,Jonny Flynn,Syracuse University,New York,New York
609,Wesley Johnson,Syracuse University,Texas,New York
610,Andy Rautins,Syracuse University,New York,New York
611,Darius Johnson-Odom,Syracuse University,Louisiana,New York
614,Dion Waiters,Syracuse University,Pennsylvania,New York
615,Michael Carter-Williams,Syracuse University,Massachusetts,New York
616,Arinze Onuaku,Syracuse University,Maryland,New York
617,James Southerland,Syracuse University,New York,New York
619,Jerami Grant,Syracuse University,Oregon,New York
620,Rakeem Christmas,Syracuse University,New Jersey,New York
621,Jerian Grant,Syracuse University,Oregon,New York
622,Chris McCullough,Syracuse University,New York,New York
623,Michael Gbinije,Syracuse University,Connecticut,New York
624,Malachi Richardson,Syracuse University,New Jersey,New York
625,Elmer Gainer,DePaul University,Illinois,Illinois
627,George Mikan*,DePaul University,Illinois,Illinois
628,Jack Phelan,DePaul University,Illinois,Illinois
630,Dick Triptow,DePaul University,Illinois,Illinois
633,James Phelan,DePaul University,Illinois,Illinois
635,Ron Sobie,DePaul University,Illinois,Illinois
636,Howie Carl,DePaul University,Illinois,Illinois
637,Em Bryant,DePaul University,Illinois,Illinois
638,Bill Robinzine,DePaul University,Illinois,Illinois
639,Dave Corzine,DePaul University,Illinois,Illinois
640,Gary Garland,DePaul University,New Jersey,Illinois
641,Mark Aguirre,DePaul University,Illinois,Illinois
642,Terry Cummings,DePaul University,Illinois,Illinois
643,Tyrone Corbin,DePaul University,South Carolina,Illinois
644,Dallas Comegys,DePaul University,Pennsylvania,Illinois
645,Kevin Edwards,DePaul University,Ohio,Illinois
646,Stanley Brundy,DePaul University,Louisiana,Illinois
647,Stephen Howard,DePaul University,Texas,Illinois
648,Paul McPherson,DePaul University,Illinois,Illinois
649,Quentin Richardson,DePaul University,Illinois,Illinois
650,Steven Hunter,DePaul University,Illinois,Illinois
651,Bobby Simmons,DePaul University,Illinois,Illinois
652,Andre Brown,DePaul University,Illinois,Illinois
653,Wilson Chandler,DePaul University,Michigan,Illinois
654,Anthony Brown,DePaul University,Illinois,Illinois
658,John Oldham,Western Kentucky University,Kentucky,Kentucky
660,Don Ray,Western Kentucky University,Tennessee,Kentucky
662,Blackie Towery,Western Kentucky University,Kentucky,Kentucky
668,Jack Turner,Western Kentucky University,Indiana,Kentucky
671,Clem Haskins,Western Kentucky University,Kentucky,Kentucky
672,Greg Smith,Western Kentucky University,Kentucky,Kentucky
673,Clarence Glover,Western Kentucky University,Kentucky,Kentucky
674,Jim McDaniels,Western Kentucky University,Kentucky,Kentucky
675,Tellis Frank,Western Kentucky University,Indiana,Kentucky
676,Kannard Johnson,Western Kentucky University,Ohio,Kentucky
677,Darnell Mee,Western Kentucky University,Tennessee,Kentucky
678,Chris Robinson,Western Kentucky University,Georgia,Kentucky
679,Courtney Lee,Western Kentucky University,Indiana,Kentucky
680,Jeremy Evans,Western Kentucky University,Arkansas,Kentucky
682,Paul Silas,Creighton University,Arkansas,Nebraska
684,Bob Portman,Creighton University,California,Nebraska
685,Kevin McKenna,Creighton University,Minnesota,Nebraska
686,Benoit Benjamin,Creighton University,Louisiana,Nebraska
687,Chad Gallagher,Creighton University,Illinois,Nebraska
688,Rodney Buford,Creighton University,Wisconsin,Nebraska
689,Kyle Korver,Creighton University,California,Nebraska
690,Anthony Tolliver,Creighton University,Missouri,Nebraska
691,Doug McDermott,Creighton University,North Dakota,Nebraska
694,Rick Adelman,Loyola Marymount University,California,California
695,Forrest McKenzie,Loyola Marymount University,New Jersey,California
696,Corey Gaines,Loyola Marymount University,California,California
697,Bo Kimble,Loyola Marymount University,Pennsylvania,California
699,George Senesky,Saint Joseph's University,Pennsylvania,Pennsylvania
701,Bob McNeill,Saint Joseph's University,Pennsylvania,Pennsylvania
705,Mike Bantom,Saint Joseph's University,Pennsylvania,Pennsylvania
706,Norman Black,Saint Joseph's University,Maryland,Pennsylvania
707,Bryan Warrick,Saint Joseph's University,Washington,Pennsylvania
708,Maurice Martin,Saint Joseph's University,New York,Pennsylvania
709,Jameer Nelson,Saint Joseph's University,Pennsylvania,Pennsylvania
710,Delonte West,Saint Joseph's University,District of Columbia,Pennsylvania
711,Langston Galloway,Saint Joseph's University,Louisiana,Pennsylvania
712,DeAndre' Bembry,Saint Joseph's University,North Carolina,Pennsylvania
714,Alex Hannum*,University of Southern California,California,California
715,Jim Seminoff,University of Southern California,California,California
716,Bill Sharman*,University of Southern California,Texas,California
717,John Rudometkin,University of Southern California,California,California
718,John Block,University of Southern California,California,California
719,Bill Hewitt,University of Southern California,Massachusetts,California
720,Mo Layton,University of Southern California,New Jersey,California
722,Ron Riley,University of Southern California,California,California
723,Paul Westphal,University of Southern California,California,California
724,John Lambert,University of Southern California,California,California
725,Gus Williams,University of Southern California,New York,California
726,Mack Calvin,University of Southern California,Texas,California
727,Cliff Robinson,University of Southern California,California,California
728,Dwight Anderson,University of Southern California,Ohio,California
729,Guy Williams,University of Southern California,New York,California
730,Clifford Robinson,University of Southern California,California,California
731,Chris Munk,University of Southern California,California,California
732,Robert Pack,University of Southern California,Louisiana,California
733,Duane Cooper,University of Southern California,Michigan,California
734,Harold Miner,University of Southern California,California,California
735,Rodrick Rhodes,University of Southern California,New Jersey,California
736,Brian Scalabrine,University of Southern California,California,California
737,Jeff Trepagnier,University of Southern California,California,California
738,Desmon Farmer,University of Southern California,Michigan,California
739,Gabe Pruitt,University of Southern California,California,California
740,Nick Young,University of Southern California,California,California
741,DeMar DeRozan,University of Southern California,California,California
742,Taj Gibson,University of Southern California,New York,California
744,Dewayne Dedmon,University of Southern California,California,California
745,Alex Stepheson,University of Southern California,California,California
746,Gene James,Marshall University,Ohio,West Virginia
748,Hal Greer*,Marshall University,West Virginia,West Virginia
750,Russ Lee,Marshall University,Massachusetts,West Virginia
751,Mike D'Antoni,Marshall University,West Virginia,West Virginia
752,Tamar Slay,Marshall University,West Virginia,West Virginia
753,Hassan Whiteside,Marshall University,North Carolina,West Virginia
754,Buddy Jeannette*,Washington & Jefferson College,Pennsylvania,Pennsylvania
755,Arnie Johnson,Bemidji State University,Minnesota,Minnesota
756,Armon Johnson,Bemidji State University,Minnesota,Minnesota
759,Murray Wier,University of Iowa,Iowa,Iowa
761,Don Nelson*,University of Iowa,Michigan,Iowa
763,Connie Hawkins*,University of Iowa,New York,Iowa
764,John Johnson,University of Iowa,Mississippi,Iowa
765,Fred Brown,University of Iowa,Wisconsin,Iowa
766,Kevin Kunnert,University of Iowa,Iowa,Iowa
767,Ronnie Lester,University of Iowa,Mississippi,Iowa
768,Bill Mayfield,University of Iowa,Michigan,Iowa
769,Bob Hansen,University of Iowa,Iowa,Iowa
770,Greg Stokes,University of Iowa,Connecticut,Iowa
771,Kevin Gamble,University of Iowa,Illinois,Iowa
772,Brad Lohaus,University of Iowa,Minnesota,Iowa
773,Bill Jones,University of Iowa,Michigan,Iowa
774,Ed Horton,University of Iowa,Illinois,Iowa
775,Roy Marble,University of Iowa,Michigan,Iowa
776,Matt Bullard,University of Iowa,Iowa,Iowa
777,Les Jepsen,University of Iowa,North Dakota,Iowa
778,Acie Earl,University of Iowa,Illinois,Iowa
779,Ricky Davis,University of Iowa,Nevada,Iowa
780,Ryan Bowen,University of Iowa,Iowa,Iowa
781,Joe Johnson,University of Iowa,Mississippi,Iowa
782,Dean Oliver,University of Iowa,Illinois,Iowa
783,Reggie Evans,University of Iowa,Florida,Iowa
784,Guy Rucker,University of Iowa,Michigan,Iowa
785,Jared Reiner,University of Iowa,South Dakota,Iowa
786,Devyn Marble,University of Iowa,Michigan,Iowa
787,Jarrod Uthoff,University of Iowa,Iowa,Iowa
788,George Kaftan,College of the Holy Cross,New York,Massachusetts
789,Joe Mullaney,College of the Holy Cross,New York,Massachusetts
791,Bob Cousy*,College of the Holy Cross,New York,Massachusetts
792,Togo Palazzi,College of the Holy Cross,New Jersey,Massachusetts
793,Tom Heinsohn*,College of the Holy Cross,New Jersey,Massachusetts
794,George Blaney,College of the Holy Cross,New Jersey,Massachusetts
795,Jack Foley,College of the Holy Cross,Massachusetts,Massachusetts
796,Garry Witts,College of the Holy Cross,New Jersey,Massachusetts
797,Duane Klueh,Indiana State University,North Dakota,Indiana
799,Dick Atha,Indiana State University,Indiana,Indiana
800,Larry Bird*,Indiana State University,Indiana,Indiana
801,Carl Nicks,Indiana State University,Illinois,Indiana
803,Norm Swanson,University of Detroit Mercy,Illinois,Michigan
805,Guy Sparrow,University of Detroit Mercy,Michigan,Michigan
806,Dave DeBusschere*,University of Detroit Mercy,Michigan,Michigan
808,Spencer Haywood*,University of Detroit Mercy,Mississippi,Michigan
810,Owen Wells,University of Detroit Mercy,Rhode Island,Michigan
811,Terry Thomas,University of Detroit Mercy,Michigan,Michigan
812,Dennis Boyd,University of Detroit Mercy,Virginia,Michigan
813,John Long,University of Detroit Mercy,Michigan,Michigan
814,Terry Tyler,University of Detroit Mercy,Michigan,Michigan
815,Terry Duerod,University of Detroit Mercy,Michigan,Michigan
816,Earl Cureton,University of Detroit Mercy,Michigan,Michigan
817,Joe Kopicki,University of Detroit Mercy,Michigan,Michigan
818,Jermaine Jackson,University of Detroit Mercy,Michigan,Michigan
819,Desmond Ferguson,University of Detroit Mercy,Michigan,Michigan
820,Willie Green,University of Detroit Mercy,Michigan,Michigan
821,Ray McCallum,University of Detroit Mercy,Wisconsin,Michigan
824,Peter Thibeaux,Saint Mary's College of California,California,California
825,David Cooke,Saint Mary's College of California,California,California
827,Tony Lavelli,Yale University,Massachusetts,Connecticut
828,Butch Graves,Yale University,New York,Connecticut
830,Rudy LaRusso,Dartmouth College,New York,New Hampshire
831,Walter Palmer,Dartmouth College,New York,New Hampshire
832,James Blackwell,Dartmouth College,New York,New Hampshire
833,Freddie Lewis,Eastern Kentucky University,New York,Kentucky
834,Tex Ritter,Eastern Kentucky University,Kentucky,Kentucky
836,Jim Baechtold,Eastern Kentucky University,Pennsylvania,Kentucky
837,Garfield Smith,Eastern Kentucky University,Kentucky,Kentucky
839,Ed Macauley*,Saint Louis University,Missouri,Missouri
841,Bob Ferry,Saint Louis University,Missouri,Missouri
842,Bevo Nordmann,Saint Louis University,Missouri,Missouri
843,Rich Niemann,Saint Louis University,Missouri,Missouri
844,Barry Orms,Saint Louis University,Missouri,Missouri
845,Robin Jones,Saint Louis University,Missouri,Missouri
846,David Burns,Saint Louis University,Texas,Missouri
847,Anthony Bonner,Saint Louis University,Missouri,Missouri
848,Larry Hughes,Saint Louis University,Missouri,Missouri
849,John Mandic,Oregon State University,California,Oregon
850,Red Rocha,Oregon State University,Hawaii,Oregon
851,Dave Gambee,Oregon State University,Oregon,Oregon
853,Mel Counts,Oregon State University,Oregon,Oregon
858,Freddie Boyd,Oregon State University,California,Oregon
859,Lonnie Shelton,Oregon State University,California,Oregon
860,Ray Blume,Oregon State University,Georgia,Oregon
861,Mark Radford,Oregon State University,Washington,Oregon
862,Lester Conner,Oregon State University,Tennessee,Oregon
863,Charlie Sitton,Oregon State University,Oregon,Oregon
865,Gary Payton*,Oregon State University,California,Oregon
866,Scott Haskin,Oregon State University,California,Oregon
867,Brent Barry,Oregon State University,New York,Oregon
868,Corey Benjamin,Oregon State University,California,Oregon
869,Jared Cunningham,Oregon State University,California,Oregon
870,Eric Moreland,Oregon State University,Texas,Oregon
871,Gary Payton,Oregon State University,California,Oregon
872,Ariel Maughan,Utah State University,Utah,Utah
875,Shaler Halimon,Utah State University,Florida,Utah
876,Nate Williams,Utah State University,Louisiana,Utah
877,Marv Roberts,Utah State University,New York,Utah
878,Desmond Penigar,Utah State University,California,Utah
881,Bob Quick,Xavier University,Mississippi,Ohio
882,Luther Rackley,Xavier University,Georgia,Ohio
883,Stan Kimbrough,Xavier University,Alabama,Ohio
884,Tyrone Hill,Xavier University,Ohio,Ohio
885,Derek Strong,Xavier University,California,Ohio
886,Aaron Williams,Xavier University,Illinois,Ohio
887,Brian Grant,Xavier University,Ohio,Ohio
888,Larry Sykes,Xavier University,Ohio,Ohio
889,Michael Hawkins,Xavier University,Ohio,Ohio
890,James Posey,Xavier University,Ohio,Ohio
891,Torraye Braggs,Xavier University,California,Ohio
892,David West,Xavier University,New Jersey,Ohio
893,Lionel Chalmers,Xavier University,New York,Ohio
894,Semaj Christon,Xavier University,Ohio,Ohio
895,Vern Mikkelsen*,Hamline University,California,Minnesota
896,Johnny Norlander,Hamline University,Minnesota,Minnesota
897,Howie Schultz,Hamline University,Minnesota,Minnesota
898,Rollie Seltz,Hamline University,Minnesota,Minnesota
907,Joe Ruklick,Northwestern University,Illinois,Illinois
911,Don Adams,Northwestern University,Georgia,Illinois
914,Billy McKinney,Northwestern University,Illinois,Illinois
915,Evan Eschmeyer,Northwestern University,Ohio,Illinois
918,Gene Ollrich,Drake University,Indiana,Iowa
921,McCoy McLemore,Drake University,Texas,Iowa
922,Willie McCarter,Drake University,Indiana,Iowa
925,Dennis Bell,Drake University,Ohio,Iowa
926,Willie Wise,Drake University,California,Iowa
927,Wayne Kreklow,Drake University,Wisconsin,Iowa
928,Lewis Lloyd,Drake University,Pennsylvania,Iowa
931,Johnny Orr,Beloit College,Kansas,Wisconsin
933,Vinnie Johnson,Baylor University,New York,Texas
934,Terry Teagle,Baylor University,Texas,Texas
935,David Wesley,Baylor University,Texas,Texas
936,Brian Skinner,Baylor University,Texas,Texas
937,Ekpe Udoh,Baylor University,Oklahoma,Texas
938,Quincy Acy,Baylor University,Texas,Texas
939,Perry Jones,Baylor University,Louisiana,Texas
940,Quincy Miller,Baylor University,Illinois,Texas
941,Cory Jefferson,Baylor University,Washington,Texas
942,Pierre Jackson,Baylor University,Nevada,Texas
943,Easy Parham,Texas Wesleyan University,Texas,Texas
945,Jeff Foote,Cornell University,New York,New York
946,Jim Pollard*,Stanford University,California,California
947,George Yardley*,Stanford University,California,California
948,Jim Walsh,Stanford University,California,California
952,Rich Kelley,Stanford University,California,California
953,Claude Terry,Stanford University,California,California
954,Mike Bratz,Stanford University,California,California
955,Greg Butler,Stanford University,California,California
956,Todd Lichti,Stanford University,California,California
957,Adam Keefe,Stanford University,California,California
958,Brevin Knight,Stanford University,New Jersey,California
959,Tim Young,Stanford University,California,California
960,Mark Madsen,Stanford University,California,California
961,Casey Jacobsen,Stanford University,California,California
962,Curtis Borchardt,Stanford University,New York,California
963,Josh Childress,Stanford University,California,California
964,Brandin Knight,Stanford University,New Jersey,California
965,Brook Lopez,Stanford University,California,California
966,Robin Lopez,Stanford University,California,California
967,Landry Fields,Stanford University,California,California
968,Brandon Knight,Stanford University,New Jersey,California
970,Josh Huestis,Stanford University,Texas,California
971,Chasson Randle,Stanford University,Illinois,California
972,Fred Schaus,West Virginia University,Ohio,West Virginia
974,Mark Workman,West Virginia University,West Virginia,West Virginia
976,Jerry West*,West Virginia University,West Virginia,West Virginia
977,Rod Thorn,West Virginia University,West Virginia,West Virginia
978,Ron Williams,West Virginia University,West Virginia,West Virginia
979,Jerome Anderson,West Virginia University,West Virginia,West Virginia
980,Tony Robertson,West Virginia University,Michigan,West Virginia
981,Lowes Moore,West Virginia University,South Carolina,West Virginia
982,Rob Williams,West Virginia University,West Virginia,West Virginia
984,Devin Ebanks,West Virginia University,New York,West Virginia
985,Kevin Jones,West Virginia University,New York,West Virginia
988,Bryce Drew,Valparaiso University,Louisiana,Indiana
989,Fred Scolari,University of San Francisco,California,California
990,Don Lofgran,University of San Francisco,California,California
992,Bill Russell*,University of San Francisco,Louisiana,California
993,Mike Farmer,University of San Francisco,Oklahoma,California
998,Kevin Restani,University of San Francisco,California,California
999,Phil Smith,University of San Francisco,California,California
1000,Eric Fernsten,University of San Francisco,California,California
1001,Winford Boynes,University of San Francisco,South Carolina,California
1002,James Hardy,University of San Francisco,Alabama,California
1003,Marlon Redmond,University of San Francisco,California,California
1004,Bill Cartwright,University of San Francisco,California,California
1005,Billy Reid,University of San Francisco,New York,California
1006,Chubby Cox,University of San Francisco,Pennsylvania,California
1007,Quintin Dailey,University of San Francisco,Maryland,California
1009,David Lee,University of San Francisco,California,California
1010,Wayne See,Northern Arizona University,Arizona,Arizona
1011,Andre Spencer,Northern Arizona University,California,Arizona
1012,Dan McClintock,Northern Arizona University,California,Arizona
1013,Paul Seymour,University of Toledo,Ohio,Ohio
1017,Larry Jones,University of Toledo,Ohio,Ohio
1019,Steve Mix,University of Toledo,Ohio,Ohio
1020,John Brisker,University of Toledo,Michigan,Ohio
1021,Tom Kozelko,University of Toledo,Michigan,Ohio
1022,Dick Miller,University of Toledo,Wisconsin,Ohio
1023,Casey Shaw,University of Toledo,Ohio,Ohio
1024,Howie Shannon,Kansas State University,Kansas,Kansas
1025,Lew Hitch,Kansas State University,Illinois,Kansas
1026,Ernie Barrett,Kansas State University,Kansas,Kansas
1027,Dick Knostman,Kansas State University,Kansas,Kansas
1028,Jack Parr,Kansas State University,Kentucky,Kansas
1029,Bob Boozer,Kansas State University,Nebraska,Kansas
1032,Mike Evans,Kansas State University,North Carolina,Kansas
1034,Ed Nealy,Kansas State University,Kansas,Kansas
1035,Norris Coleman,Kansas State University,Florida,Kansas
1036,Mitch Richmond*,Kansas State University,Florida,Kansas
1037,Steve Henson,Kansas State University,Kansas,Kansas
1038,Askia Jones,Kansas State University,Pennsylvania,Kansas
1039,Michael Beasley,Kansas State University,Maryland,Kansas
1040,Cartier Martin,Kansas State University,Texas,Kansas
1041,Rodney McGruder,Kansas State University,Maryland,Kansas
1043,Belus Smawley,Appalachian State University,North Carolina,North Carolina
1044,Art Spector,Villanova University,Pennsylvania,Pennsylvania
1045,Paul Arizin*,Villanova University,Pennsylvania,Pennsylvania
1052,Tom Hoover,Villanova University,District of Columbia,Pennsylvania
1053,Jim Washington,Villanova University,Pennsylvania,Pennsylvania
1054,Bill Melchionni,Villanova University,Pennsylvania,Pennsylvania
1055,Howard Porter,Villanova University,Florida,Pennsylvania
1056,Chris Ford,Villanova University,New Jersey,Pennsylvania
1057,Tom Ingelsby,Villanova University,Pennsylvania,Pennsylvania
1058,Keith Herron,Villanova University,Tennessee,Pennsylvania
1059,John Olive,Villanova University,Pennsylvania,Pennsylvania
1060,Rory Sparrow,Villanova University,Virginia,Pennsylvania
1062,John Pinone,Villanova University,Connecticut,Pennsylvania
1063,Dwayne McClain,Villanova University,Massachusetts,Pennsylvania
1064,Ed Pinckney,Villanova University,New York,Pennsylvania
1065,Harold Pressley,Villanova University,New York,Pennsylvania
1066,Doug West,Villanova University,Pennsylvania,Pennsylvania
1067,Kerry Kittles,Villanova University,Ohio,Pennsylvania
1068,Jason Lawson,Villanova University,Pennsylvania,Pennsylvania
1069,Tim Thomas,Villanova University,New Jersey,Pennsylvania
1070,John Celestand,Villanova University,Texas,Pennsylvania
1071,Malik Allen,Villanova University,New Jersey,Pennsylvania
1072,Michael Bradley,Villanova University,Massachusetts,Pennsylvania
1073,Randy Foye,Villanova University,New Jersey,Pennsylvania
1074,Kyle Lowry,Villanova University,Pennsylvania,Pennsylvania
1075,Allan Ray,Villanova University,New York,Pennsylvania
1076,Dante Cunningham,Villanova University,Maryland,Pennsylvania
1077,Maalik Wayns,Villanova University,Pennsylvania,Pennsylvania
1078,Darrun Hilliard,Villanova University,Pennsylvania,Pennsylvania
1079,Daniel Ochefu,Villanova University,Maryland,Pennsylvania
1080,Jack Toomay,University of the Pacific,California,California
1082,John Gianelli,University of the Pacific,California,California
1083,Dell Demps,University of the Pacific,California,California
1085,Clint Wager,Saint Mary's University of Minnesota,Minnesota,Minnesota
1087,Paul Dawkins,Northern Illinois University,Michigan,Illinois
1088,Donald Whiteside,Northern Illinois University,Illinois,Illinois
1089,Xavier Silas,Northern Illinois University,Texas,Illinois
1091,Eric Money,University of Arizona,Michigan,Arizona
1092,Connie Norman,University of Arizona,Michigan,Arizona
1093,Al Fleming,University of Arizona,Illinois,Arizona
1094,Bob Elliott,University of Arizona,Michigan,Arizona
1095,Larry Demic,University of Arizona,Indiana,Arizona
1096,Pete Williams,University of Arizona,California,Arizona
1098,Tom Tolbert,University of Arizona,California,Arizona
1099,Sean Elliott,University of Arizona,Arizona,Arizona
1100,Jud Buechler,University of Arizona,California,Arizona
1101,Anthony Cook,University of Arizona,California,Arizona
1102,Bison Dele,University of Arizona,California,Arizona
1103,Matt Othick,University of Arizona,New Mexico,Arizona
1104,Sean Rooks,University of Arizona,New York,Arizona
1105,Chris Mills,University of Arizona,California,Arizona
1106,Khalid Reeves,University of Arizona,New York,Arizona
1107,Damon Stoudamire,University of Arizona,Oregon,Arizona
1108,Ben Davis,University of Arizona,Florida,Arizona
1109,Reggie Geary,University of Arizona,New Jersey,Arizona
1110,Ray Owes,University of Arizona,California,Arizona
1111,Ed Stokes,University of Arizona,New York,Arizona
1112,Mike Bibby,University of Arizona,New Jersey,Arizona
1113,Michael Dickerson,University of Arizona,South Carolina,Arizona
1115,Jason Terry,University of Arizona,Washington,Arizona
1116,Gilbert Arenas,University of Arizona,California,Arizona
1117,Richard Jefferson,University of Arizona,California,Arizona
1118,Loren Woods,University of Arizona,Missouri,Arizona
1119,Luke Walton,University of Arizona,California,Arizona
1120,Andre Iguodala,University of Arizona,Illinois,Arizona
1121,Channing Frye,University of Arizona,New York,Arizona
1122,Salim Stoudamire,University of Arizona,Oregon,Arizona
1123,Hassan Adams,University of Arizona,California,Arizona
1124,Jerryd Bayless,University of Arizona,Arizona,Arizona
1125,Chase Budinger,University of Arizona,California,Arizona
1126,Jordan Hill,University of Arizona,Georgia,Arizona
1127,Mustafa Shakur,University of Arizona,Pennsylvania,Arizona
1128,Solomon Hill,University of Arizona,California,Arizona
1129,Aaron Gordon,University of Arizona,California,Arizona
1130,Grant Jerrett,University of Arizona,California,Arizona
1131,Nick Johnson,University of Arizona,Arizona,Arizona
1132,Rondae Hollis-Jefferson,University of Arizona,Pennsylvania,Arizona
1133,Nat Clifton*,Xavier University of Louisiana,Arkansas,Louisiana
1134,Slick Watts,Xavier University of Louisiana,Mississippi,Louisiana
1135,Bruce Seals,Xavier University of Louisiana,Louisiana,Louisiana
1138,Jim Tucker,Duquesne University,Kentucky,Pennsylvania
1139,Dick Ricketts,Duquesne University,Pennsylvania,Pennsylvania
1140,Si Green,Duquesne University,New York,Pennsylvania
1141,Willie Somerset,Duquesne University,Pennsylvania,Pennsylvania
1145,Mike Barr,Duquesne University,Ohio,Pennsylvania
1146,Norm Nixon,Duquesne University,Georgia,Pennsylvania
1147,Sidney Green,Duquesne University,New York,Pennsylvania
1148,Derrick Alston,Duquesne University,New York,Pennsylvania
1149,Mike James,Duquesne University,New York,Pennsylvania
1151,Larry Foust,La Salle University,Ohio,Pennsylvania
1152,Jack George,La Salle University,Pennsylvania,Pennsylvania
1153,Norm Grekin,La Salle University,Pennsylvania,Pennsylvania
1154,Jackie Moore,La Salle University,Pennsylvania,Pennsylvania
1155,Tom Gola*,La Salle University,Pennsylvania,Pennsylvania
1156,Bernie Williams,La Salle University,District of Columbia,Pennsylvania
1157,Ken Durrett,La Salle University,Pennsylvania,Pennsylvania
1158,Larry Cannon,La Salle University,Pennsylvania,Pennsylvania
1159,Joe Bryant,La Salle University,Pennsylvania,Pennsylvania
1160,Fatty Taylor,La Salle University,District of Columbia,Pennsylvania
1161,Michael Brooks,La Salle University,Pennsylvania,Pennsylvania
1162,Tom Piotrowski,La Salle University,Pennsylvania,Pennsylvania
1163,Ralph Lewis,La Salle University,Pennsylvania,Pennsylvania
1164,Tim Legler,La Salle University,District of Columbia,Pennsylvania
1165,Lionel Simmons,La Salle University,Pennsylvania,Pennsylvania
1166,Doug Overton,La Salle University,Pennsylvania,Pennsylvania
1167,Randy Woods,La Salle University,Pennsylvania,Pennsylvania
1168,Rashard Lewis,La Salle University,Pennsylvania,Pennsylvania
1169,Rasual Butler,La Salle University,Pennsylvania,Pennsylvania
1171,Gene Conley,Washington State University,Oklahoma,Washington
1172,Norton Barnhill,Washington State University,North Carolina,Washington
1173,Ron Davis,Washington State University,Arizona,Washington
1175,Craig Ehlo,Washington State University,Texas,Washington
1176,Brian Quinnett,Washington State University,Washington,Washington
1177,Mark Hendrickson,Washington State University,Washington,Washington
1178,Isaac Fontaine,Washington State University,California,Washington
1179,Kyle Weaver,Washington State University,Wisconsin,Washington
1180,Klay Thompson,Washington State University,California,Washington
1185,Ron Moore,West Virginia State University,New York,West Virginia
1186,Elmer Behnke,Bradley University,Illinois,Illinois
1190,Chet Walker*,Bradley University,Mississippi,Illinois
1191,Joe Strawder,Bradley University,Florida,Illinois
1192,Steve Kuberski,Bradley University,Illinois,Illinois
1193,Roger Phegley,Bradley University,Illinois,Illinois
1194,David Thirdkill,Bradley University,Missouri,Illinois
1195,Voise Winters,Bradley University,Illinois,Illinois
1196,Hersey Hawkins,Bradley University,Illinois,Illinois
1197,Jim Les,Bradley University,Illinois,Illinois
1198,Anthony Parker,Bradley University,Illinois,Illinois
1199,Patrick O'Bryant,Bradley University,Iowa,Illinois
1201,George King,University of Charleston,West Virginia,West Virginia
1202,Henry Dickerson,University of Charleston,West Virginia,West Virginia
1203,Gerard King,University of Charleston,West Virginia,West Virginia
1206,Larry Costello,Niagara University,New York,New York
1208,Bo Erias,Niagara University,New York,New York
1210,Al Butler,Niagara University,New York,New York
1211,Calvin Murphy*,Niagara University,Connecticut,New York
1212,Manny Leaks,Niagara University,Ohio,New York
1213,Andy Walker,Niagara University,New York,New York
1215,Joe Arlauckas,Niagara University,New York,New York
1216,Antoine Walker,Niagara University,New York,New York
1218,Dick Groat,Duke University,Pennsylvania,North Carolina
1220,Art Heyman,Duke University,New York,North Carolina
1221,Jeff Mullins,Duke University,New York,North Carolina
1222,Jack Marin,Duke University,Pennsylvania,North Carolina
1224,Gary Melchionni,Duke University,New Jersey,North Carolina
1225,Bob Verga,Duke University,New Jersey,North Carolina
1226,Randy Denton,Duke University,North Carolina,North Carolina
1227,Tate Armstrong,Duke University,Georgia,North Carolina
1228,Mark Crow,Duke University,California,North Carolina
1229,Jim Spanarkel,Duke University,New Jersey,North Carolina
1230,Mike Gminski,Duke University,Connecticut,North Carolina
